Position,Artist,Song Title,Year,Lyrics
87,Alanis Morissette,Ironic,1996,"An old man turned ninety-eight
He won a lottery and died the next day
It's a black fly in your chardonnay
It's a death row pardon two minutes too late
Isn't it ironic? Don't you think?

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
Who would've thought it figures

Mr. Play It Safe was afraid to fly
He packed his suitcase and kissed his kids good-bye
He waited his whole damn life to take that flight
And as the plane crashed down he thought
Well, isn't this nice? Isn't this ironic? Don't you think?

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
Who would've thought it figures

Well life has a funny way of sneaking up on you
When you think everything's okay and everything's going right
And ya well life has a funny way of helping you out when
You think everything's gone wrong and everything blows up in your face

A traffic jam when you're already late
A no smoking sign on your cigarette break
It's like 10,000 spoons when all you need is a knife
It's meeting the man of my dreams and then meeting his beautiful wife
Isn't it ironic don't you think a little too ironic and yeah I really do think

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
And who would've thought it figures"
88,Sixpence None The Richer,Kiss Me,1999,"Kiss me out of the bearded barley
Nightly, beside the green, green grass
Swing, swing, swing the spinning step
You wear those shoes and I will wear that dress

Oh, kiss me beneath the milky twilight
Lead me out on the moonlit floor, lift your open hand
Strike up the band and make the fireflies dance
Silver moon's sparkling
So kiss me

Kiss me down by the broken tree house
Swing me upon its hanging tire
Bring, bring, bring your flowered hat
We'll take the trail marked on your father's map

Oh, kiss me beneath the milky twilight
Lead me out on the moonlit floor, lift your open hand
Strike up the band and make the fireflies dance
Silver moon's sparkling
So kiss me

Kiss me beneath the milky twilight
Lead me out on the moonlit floor, lift your open hand
Strike up the band and make the fireflies dance
Silver moon's sparkling
So kiss me

So kiss me
So kiss me
So kiss me"
89,Ini Kamoze,Here Comes the Hotstepper,1995,"Hit It
Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah

Here comes the hotstepper, murderer
I'm the lyrical gangster, murderer
Pick up the crew in-a de area, murderer
Still love you like that, murderer

No no we don't die
Yes we mul-ti-ply
Anyone test will hear the fat lady sing
Act like you know, Rico
I know what Bo don't know
Touch them up and go, uh-oh
Ch-ch-chang chang

Here comes the hotstepper, murderer
I'm the lyrical gangster, murderer
Excuse me mister officer, murderer
Still love you like that, murderer

Extraordinary
Juice like a strawberry
Money to burn baby, all of the time
Cut to fade is me
Fade to cut is she
Come juggle with me, I say everytime

Here comes the hotstepper, murderer
I'm the lyrical gangster, murderer
Dial emergency number, murderer
Still love you like that, murderer

Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah

It's how we do it man

Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah

Start like a jackrabbit
Finish in front of it
On the night is jack , that's it, understand?
I'm the daddy of the mack daddy
His are left in gold, maybe
Ain't no homie gonna play me, top celebrity man

Murderer
I'm the lyrical gangster, murderer
Excuse me mister officer, murderer
Still love you like that, murderer

No no we don't die
Yes we mul-ti-ply
Anyone test will hear the fat lady sing
Act like you know, G go
I know what Bo don't know
Touch them up and go, uh-oh
Ch-ch-chang chang

Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah

Yeah man

Nah, na na na nah, na na na nah, na na nah, na na nah, na na na nah

Right

Here comes the hotstepper, murderer
I'm the lyrical gangster, murderer
Big up all crew bow ya, murderer
Still love you like that, murderer

Here comes the hotstepper, murderer
I'm the lyrical danger, murderer
Pick up the crew in-a the area, murderer
Still love you like that, murderer

Here comes the Hotstepper
I'm the lyrical gangster
I'm a live in-a me danger
Still love you like thaaaaat

Hey
Da da da da
Da da da da
Da da da da"
90,All Saints,Never Ever,1998,"A few questions that I need to know
How you could ever hurt me so?
I need to know what I've done wrong?
And how long it's been going on?
Was it that I never paid enough attention?
Or did I not give enough affection?
Not only will your answers keep me sane
But I'll know never to make the same mistake again
You can tell me to my face
Or even on the phone
You can write it in a letter
Either way I've have to know
Did I never treat you right?
Did I always start the fight?
Either way I'm going out of my mind
All the answers to my questions I have to find

My head's spinning boy, I'm in a daze
I feel isolated, don't wanna communicate
I take a shower, I will scour, I will roam
Find peace of mind, the happy mind I once owned, yeah

Flexing vocabulary runs right through me
The alphabet runs right from A to Z
Conversations, hesitations in my mind
You got my conscience asking questions that I can't find
I'm not crazy,  I'm sure I ain't done nothin' wrong, no
I'm just waiting 'cos I heard that this feeling won't last that long

Never ever have I ever felt so low
When you gonna take me out of this black hole
Never ever have I ever felt so sad
The way I'm feeling yeah, you got me feeling really bad
Never ever have I had to find
I've had to dig a way to find my own piece of mind
I've never ever had my conscience to fight
The way I'm feeling yeah, it just don't feel right

Never ever have I ever felt so low
When you gonna take me out of this black hole
Never ever have I ever felt so sad
The way I'm feeling yeah, you got me feeling really bad
Never ever have I had to find
I've had to dig a way to find my own piece of mind
I've never ever had my conscience to fight
The way I'm feeling yeah, it just don't feel right

I'll keep searching deep within my soul for all the answers
Don't wanna hurt no more, I need peace
Got to feel at ease
Need to be free from pain
Go insane
My heart aches, yeah

Sometimes vocabulary runs through my head
The alphabet runs right from A to Z
Conversations, hesitations in my mind
You got my concience asking questions that I can't find
I'm not crazy
I'm sure I ain't done nothing wrong
Now I'm just awaiting
'Cos I heard that this feeling won't last that long

Never ever have I ever felt so low
When you gonna take me out of this black hole
Never ever have I ever felt so sad
The way I'm feeling yeah, you got me feeling really bad
Never ever have I had to find
I've had to dig a way to find my own piece of mind
I've never ever had my conscience to fight
The way I'm feeling yeah, it just don't feel right

Never ever have I ever felt so low
When you gonna take me out of this black hole
Never ever have I ever felt so sad
The way I'm feeling yeah, you got me feeling really bad
Never ever have I had to find
I've had to dig a way to find my own piece of mind
I've never ever had my conscience to fight
The way I'm feeling yeah, it just don't feel right

Never ever have I ever felt so low
When you gonna take me out of this black hole
Never ever have I ever felt so sad
The way I'm feeling yeah, you got me feeling really bad
Never ever have I had to find
I've had to dig a way to find my own piece of mind
I've never ever had my conscience to fight
The way I'm feeling yeah, it just don't feel right

Never ever have I ever felt so low
When you gonna take me out of this black hole
Never ever have I ever felt so sad
The way I'm feeling yeah, you got me feeling really bad
Never ever have I had to find
I've had to dig a way to find my own piece of mind
I've never ever had my conscience to fight
The way I'm feeling yeah, it just don't feel right

You can tell me to my face
You can tell me on the phone
Ooh, you can write it in a letter, babe
'Cos I really need to know
You can tell me to my face
You can tell me on the phone
Ooh, you can write it in a letter, babe
'Cos I really need to know

You can write it in a letter, babe
You can write it in a letter, babe"
91,Snap,The Power,1990,"I've got the power, hey, yeah, hey

Like the crack of the whip, I snap attack
Front to back in this thing called rap
Dig it like a shovel, rhyme Devil on a Heavenly level
Bang the bass, turn up the treble

Radical mind day and night all the time
Seven, fourteen, wise, divine
Maniac, brainiac, winning the game
I'm the lyrical Jesse James

Oh, yeah, yeah
Oh yeah, gettin' kinda heavy
It's getting', it's getting', it's gettin' kinda heavy
It's getting', it's getting', it's gettin' kinda heavy
It's getting', it's getting', it's gettin' kinda heavy
It's getting', it's getting', it's gettin' kinda heavy

(I've got the power)
He's gonna break my heart
He's gonna break my heart of hearts
He's gonna break my heart
He's gonna break my heart of hearts
(I've got the power, oh, oh, oh)

(I've got the power)
He's gonna break my heart
He's gonna break my heart of hearts
He's gonna break my heart
He's gonna break my heart of hearts
(I've got the power, oh, oh, oh)"
92,Red Hot Chili Peppers,Under the Bridge,1992,"Sometimes I feel
Like I don't have a partner
Sometimes I feel
Like my only friend

Is the city I live in,
The city of Angel
Lonely as I am
Together we cry

I drive on her streets 'cause
She's my companion
I walk through her hills 'cause
She knows who I am

She sees my good deeds and
She kisses the windy
I never worry now that is a lie

I don't ever wanna feel
Like I did that day
Take me to the place I love
Take me all the way

I don't ever want to feel
Like I did that day
Take me to the place I love
Take me all the way yeah yeah yeah

It's hard to believe
That there's nobody out there
It's hard to believe
That I'm all alone

At least I have her love
The city she loves me
Lonely as I am
Together we cry

I don't ever wanna feel
Like I did that day
Take me to the place I love
Take me all the way

I don't ever want to feel
Like I did that day
Take me to the place I love
Take me all the way yeah, yeah, yeah
Oh no no no yeah yeah
Love me I say yeah yeah

Downtown
Under the bridge downtown
Is were I drew some blood
Under the bridge downtown
I could not get enough

Under the bridge downtown
Forgot about my love
Under the bridge downtown
I gave my life away yeah yeah

Ooh no no no yeah yeah
Love me I say yeah yeah
Love me I say"
93,Extreme,More Than Words,1991,"Saying I love you
Is not the words I want to hear from you
It's not that I want you
Not to say, but if you only knew
How easy it would be to show me how you feel
More than words is all you have to do to make it real
Then you wouldn't have to say that you love me
Cause I'd already know
What would you do if my heart was torn in two?
More than words to show you feel
That your love for me is real
What would you say if I took those words away?
Then you couldn't make things new
Just by saying I love you

La di da, la di da

More than words
La di da, la di da
Now that I've tried to talk to you and make you understand
All you have to do is close your eyes and just reach out your hands
And touch me, hold me close, don't ever let me go
More than words is all I ever needed you to show
Then you wouldn't have to say that you love me
Cause I'd already know
What would you do if my heart was torn in two?
More than words to show you feel

That your love for me is real
What would you say if I took those words away?

Then you couldn't make things new
Just by saying I love you
La di da, la di da
More than words
La di da, la di da"
94,Right Said Fred,I'm Too Sexy,1991,We do not have the lyrics for I'm Too Sexy yet.
95,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",1995,"You don't know how you took it
You just know what you got
Oh Lordy you've been stealing
From the thieves and you got caught

In the headlights
Of a stretch car
You're a star

Dressing like your sister
Living like a tart
They don't know what you're doing
Babe, it must be art

You're a headache
In a suitcase
You're a star

Oh no, don't be shy
You don't have to go blind
Hold me, thrill me, kiss me, kill me

You don't know how you got here
You just know you want out
Believing in yourself almost
As much as you doubt

You're a big smash
You wear it like a rash
Star

Oh no, don't be shy
It takes a crowd to cry
Hold me, thrill me, kiss me, kill me

They want you to be Jesus
They'll go down on one knee
But they'll want their money back
If you're alive at thirty-three

And you're turning tricks
With your crucifix
You're a star
Oh child

Of course you're not shy
You don't have to deny love
Hold me, thrill me, kiss me, kill me"
96,Crash Test Dummies,Mmm Mmm Mmm Mmm,1994,"Once there was this kid who
Got into an accident and couldn't come to school
But when he finally came back
His hair had turned from black into bright white
He said that it was from when
The car had smashed so hard

Mmm Mmm Mmm Mmm
Mmm Mmm Mmm Mmm

Once there was this girl who
Wouldn't go and change with the girls in the change room
But when they finally made her
They saw birthmarks all over her body
She couldn't quite explain it
They'd always just been there

Mmm Mmm Mmm Mmm
Mmm Mmm Mmm Mmm

But both girl and boy were glad
'Cause one kid had it worse than that

'Cause then there was this boy whose
Parents made him come directly home right after school
And when they went to their church
They sand lurched all over the church floor
He couldn't quite explain it
They'd always just gone there

Mmm Mmm Mmm Mmm
Mmm Mmm Mmm Mmm"
97,Elton John,Something About the Way You look Tonight,1997,"There was a time
I was everything and nothing all in one
When you found me
I was feeling like a cloud across the sun

I need to tell you
How you light up every second of the day
But in the moonlight
You just shine like a beacon on the bay

And I can't explain
But it's something about the way you look tonight
Takes my breath away
It's that feeling I get about you deep inside

And I can't describe
But it's something about the way you look tonight
Takes my breath away
The way you look tonight

With a smile
You pull the deepest secrets from my heart
In all honesty
I'm speechless and I don't know where to start

And I can't explain
But it's something about the way you look tonight
Oh, takes my breath away
It's that feeling I get about you deep inside

And I can't describe
But it's something about the way you look tonight
Takes my breath away
The way you look tonight

The way you look tonight
The way you look tonight
The way you look tonight
..."
98,Billy Joel,The River of Dreams,1993,"In the middle of the night
I go walking in my sleep
From the mountains of faith
To a river so deep
I must be looking for something
Something sacred I lost
But the river is wide
And it's too hard to cross

And even though I know the river is wide
I walk down every evening and I stand on the shore
And try to cross to the opposite side
So I can finally find out what I've been looking for

In the middle of the night
I go walking in my sleep
Through the valley of fear
To a river so deep
And I've been searching for something
Taken out of my soul
Something I would never lose
Something somebody stole

I don't know why I go walking at night
But now I'm tired and I don't want to walk anymore
I hope it doesn't take the rest of my life
Until I find what it is that I've been looking for

In the middle of the night
I go walking in my sleep
Through the jungle of doubt
To a river so deep
I know I'm searching for something
Something so undefined
That it can only be seen
By the eyes of the blind
In the middle of the night

I'm not sure about a life after this
God knows I've never been a spiritual man
Baptized by the fire, I wade into the river
That runs to the promised land

In the middle of the night
I go walking in my sleep
Though the desert of truth
To the river so deep
We all end in the ocean
We all start in the streams
We're all carried along
By the river of dreams
In the middle of the night"
99,Joan Osborne,One of Us,1996,"If God had a name what would it be?
And would you call it to His face?
If you were faced with Him in all His glory
What would you ask if you had just one question?

And yeah, yeah God is great
Yeah, yeah God is good
Yeah, yeah, yeah, yeah, yeah

What if God was one of us?
Just a slob like one of us
Just a stranger on the bus
Trying to make His way home

If God had a face what would it look like?
And would you want to see?
If seeing meant that you would have to believe
In things like Heaven and in Jesus and the Saints
And all the Prophets

And yeah, yeah God is great
Yeah, yeah God is good
Yeah, yeah, yeah, yeah, yeah

What if God was one of us?
Just a slob like one of us
Just a stranger on the bus
Trying to make His way home

Tryin' to make His way home
Back up to Heaven all alone
Nobody callin' on the phone
'Cept for the Pope maybe in Rome

Yeah, yeah God is great
Yeah, yeah God is good
Yeah, yeah, yeah, yeah, yeah

What if God was one of us?
Just a slob like one of us
Just a stranger on the bus
Trying to make His way home

Just tryin' to make His way home
Like a holy rolling stone
Back up to Heaven all alone
Just tryin' to make His way home

Nobody callin' on the phone
'Cept for the Pope maybe in Rome"
100,Lisa Stansfield,All Around the World,1990,"I don't know where my baby is
But I'll find him, somewhere, somehow
I've got to let him know how much I care
I'll never give up looking for my baby

Been around the world and I, I, I
I can't find my baby
I don't know when, I don't know why
Why he's gone away
And I don't know where he can be, my baby
But I'm gonna find him

We had a quarrel and I let myself go
I said so many things, things he didn't know
And I was oh oh so bad
And I don't think he's comin' back

He gave the reason, the reasons he should go
And he said things he had himself before
And he was oh oh so mad
And I don't think he's comin' back, comin' back

I did too much lyin', wasted too much time
Now I'm here an' cryin', I, I, I

Been around the world and I, I, I
I can't find my baby
I don't know when, I don't know why
Why he's gone away
And I don't know where he can be, my baby
But I'm gonna find him

So open hearted, he never did me wrong
I was the one, the weakest one of all
And now I'm oh oh so sad
And I don't think he's comin' back, comin' back

I did too much lyin', wasted too much time
Now I'm here an' cryin', I, I, I

Been around the world and I, I, I
I can't find my baby
I don't know when, I don't know why
Why he's gone away
And I don't know where he can be, my baby
But I'm gonna find him

Been around the world and I, I, I
I can't find my baby
I don't know when, I don't know why
Why he's gone away
And I don't know where he can be, my baby
But I'm gonna find him
I'm goin' find him, my baby

I did too much lyin', wasted too much time
Now I'm here an' cryin', I, I and I

Been around the world and I, I, I
I can't find my baby
I don't know when, I don't know why
Why he's gone away
And I don't know where he can be, my baby
But I'm gonna find him

I've been around the world, lookin' for my baby
Been around the world, and I'm gonna
I'm gonna find him

Been around the world and I, I, I
I can't find my baby
I don't know when, I don't know why
Why he's gone away
And I don't know where he can be, my baby
But I'm gonna find him"
